identifier,L_min,L_max,P_min,P_max,S_min,S_max
Breast_MRI_254,-138.7926,153.1046,-47.53899999999999,67.3058,-104.841,52.1588
Breast_MRI_255,-151.4712,150.69430000000003,-67.868,134.68250000000003,-75.3046,62.69540000000001
Breast_MRI_256,-149.00424315490875,168.2279104111126,-31.912079837699338,119.87363949191926,-68.129539936781,106.87046006322002
Breast_MRI_257,-156.92749999999998,156.94400000000002,-66.053,89.2715,-139.867,79.0325
Breast_MRI_258,-177.40959999999995,156.58040000000005,-110.61599999999996,97.20000000000005,-82.7193,100.281
Breast_MRI_259,-162.7942,159.92870000000002,-107.38089999999997,88.78400000000002,-74.5485,82.4515
Breast_MRI_260,-120.86790000000005,139.45649999999998,-67.82720000000003,69.44469999999998,-51.9632,89.0368
Breast_MRI_261,-159.2599,157.5158,-71.09959999999998,83.63570000000001,-87.3778,77.6222
Breast_MRI_262,-161.21560000000002,168.3356,-113.18570000000003,64.59849999999997,-103.918,123.582
Breast_MRI_263,-136.90239999999997,145.74380000000002,-102.35489999999996,65.68600000000004,-65.59,106.41
Breast_MRI_264,-122.18389999999997,121.08869999999999,-108.41029999999998,54.005799999999994,-67.81318971428571,114.78699999999998
Breast_MRI_265,-181.27723601994748,171.5798997972955,-150.0317756753852,67.11107703544644,-59.362832260132,115.53716773987
Breast_MRI_266,-169.40205235295008,168.90150835420314,-100.31690111357892,60.39737942234984,-72.00419101715099,101.79580898285
Breast_MRI_267,-143.947,133.553,-65.87,72.255,-113.646,45.353899999999996
Breast_MRI_268,-120.6075983844068,121.13347616187596,-54.18432412018202,159.43174997507745,-63.035108953714,95.964891046286
Breast_MRI_269,-162.81139999999996,146.17580000000004,-83.88259999999997,79.49780000000001,-48.4266,122.57299999999998
Breast_MRI_270,-154.24073125918633,174.66551877846928,-34.00348659949309,149.59026333304726,-98.657384872437,108.34261512755998
Breast_MRI_271,-171.18613817752998,167.43886186077307,-90.19430920069962,96.55569072984724,-85.512953993678,89.38704600632198
Breast_MRI_272,-169.08699999999996,158.35740000000004,-80.61619999999999,85.49860000000001,-74.727,137.573
Breast_MRI_273,-156.29289999999997,164.32070000000002,-69.93599999999998,66.46540000000002,-81.8089,110.691
Breast_MRI_274,-152.6989,153.45120000000003,-90.81709999999998,69.23100000000002,-118.719,56.280699999999996
Breast_MRI_275,-170.2890492939226,157.56810465307544,-91.66465422098246,173.96035465246996,-104.05932202935006,81.94067797064801
Breast_MRI_276,-143.08439999999996,156.3324,-45.95819999999999,68.88660000000002,-103.27,106.82999999999997
Breast_MRI_277,-195.80260000000004,174.97299999999998,-112.79840000000007,104.58109999999994,-81.89,113.11
Breast_MRI_278,-148.79349999999997,155.64880000000002,-117.59199999999998,54.66750000000002,-53.5266,121.47299999999998
Breast_MRI_279,-139.39720000000003,125.11159999999998,-67.33620000000002,92.3886,-133.516,76.5839
Breast_MRI_280,-146.15919999999997,156.17380000000003,-64.27909999999997,93.21530000000001,-66.7805,110.21999999999996
Breast_MRI_281,-155.1036,155.0311,-111.1161,82.80110000000002,-85.5241,87.4759
Breast_MRI_282,-117.41403576822925,177.37562339788488,-107.73229816874388,85.79449400266273,-74.4256585301189,68.6058364092722
Breast_MRI_283,-174.64639999999997,174.1876,-114.27439999999996,89.83060000000003,-119.34101142857142,51.65849999999999
Breast_MRI_284,-162.81559999999996,169.69000000000005,-71.45319999999994,75.50240000000005,-87.1225,87.8775
Breast_MRI_285,-171.61439999999996,169.79760000000002,-110.88399999999997,76.15040000000002,-73.9959,118.50400000000002
Breast_MRI_286,-118.29609999999997,145.3664,-94.87099999999998,57.70170000000002,-92.9219,106.178
Breast_MRI_287,-147.4463,147.4141,-89.29069999999999,68.10100000000003,-80.5485,84.4515
Breast_MRI_288,-146.10549428866818,126.55075574498154,-75.04359051648994,89.01890942758745,-110.27966070175,96.720339298248
Breast_MRI_289,-120.27529999999999,107.0539,-44.4547,35.81359999999998,-74.2559,58.7441
Breast_MRI_290,-144.65000059271725,130.34999943099777,-33.28929135363137,82.33570858996531,-78.485260009766,144.51473999023
Breast_MRI_291,-155.40959999999998,151.52679999999998,-108.56499999999998,66.4366,-83.8412,111.159
Breast_MRI_292,-111.80369999999999,121.38449999999997,-75.4964,48.1285,-85.2496,85.2503
Breast_MRI_293,-158.89981278516035,178.60017652160334,-106.34230842689438,67.22911455762451,-84.594430990517,90.405569009483
Breast_MRI_294,-156.89864911508127,133.03437949759802,-90.61464609733983,74.76481405876311,-75.74680519104,96.95319480896
Breast_MRI_295,-140.08729999999997,152.4023,-60.48489999999997,73.10410000000002,-70.98761435897435,117.01199999999999
Breast_MRI_296,-145.3551,159.4668,-92.0627,101.8545,-108.963,66.0368
Breast_MRI_297,-182.19099999999997,167.3852,-113.72079999999997,97.80620000000002,-65.027391160221,111.97300000000001
Breast_MRI_298,-170.4938,190.66699999999997,-117.6788,88.1268,-72.51340331491713,143.486
Breast_MRI_299,-129.4424,140.0716,-60.2815,133.6514,-76.9753,75.02460000000002
Breast_MRI_300,-160.83799999999997,164.98780000000002,-107.62919999999997,86.08500000000004,-97.18299485714286,74.8173
Breast_MRI_301,-151.6026,138.60909999999998,-76.4362,57.0479,-77.5973,85.4027
Breast_MRI_302,-158.81499999999997,153.3614,-101.53559999999999,69.3177,-87.6594,122.44
Breast_MRI_303,-159.992,171.8712,-83.81829999999997,131.3303,-99.8293,67.1707
Breast_MRI_304,-170.0314769929507,169.7185230372764,-69.66101642915592,77.71398350116021,-66.84806296229395,105.85193703771002
Breast_MRI_305,-166.10870000000003,177.66329999999996,-111.17070000000002,85.71689999999998,-120.61,89.39029999999998
Breast_MRI_306,-133.297,103.578,-38.423,59.077,-96.84100536912752,48.1588
Breast_MRI_307,-178.9607888710089,182.31153966942807,-57.7009224514899,159.06247457199896,-84.31005019408,143.38995284301
Breast_MRI_308,-180.66739999999996,168.90880000000004,-92.01919999999996,164.78200000000007,-98.325,100.77499999999996
Breast_MRI_309,-155.71339999999998,162.1606,-116.84699999999998,113.52620000000002,-76.30541570680629,128.29399999999998
Breast_MRI_310,-162.80719999999997,154.3832,-104.0652,75.7216,-61.0851,107.91500000000003
Breast_MRI_311,-142.871,144.629,-91.30099999999999,83.69900000000001,-99.9024,73.0976
Breast_MRI_312,-149.45319999999998,162.6738,-76.3774,77.02970000000002,-64.8656,94.1344
Breast_MRI_313,-164.3727302780408,139.53351976698582,-82.66305920289616,136.86819073477164,-83.374092012644,75.625907987356
Breast_MRI_314,-173.58239999999995,175.25160000000002,-106.37659999999995,82.88440000000003,-82.7811,127.31900000000003
Breast_MRI_315,-166.63360000000003,167.76279999999997,-104.5605,77.48240000000001,-124.71900904522613,68.2807
Breast_MRI_316,-159.22489729379888,157.18135274001116,-78.3389472632945,86.5048026718095,-69.360140983875,158.33986205321
Breast_MRI_317,-146.21089999999995,167.37170000000003,-113.24309999999996,77.29700000000003,-75.5935,91.4065
Breast_MRI_318,-114.495,109.88,-97.12700000000001,74.12299999999999,-93.5973,99.40299692307694
Breast_MRI_319,-138.50119999999998,137.67319999999998,-88.37639999999998,91.41040000000001,-102.96300685714286,66.0368
Breast_MRI_320,-165.54579999999999,165.3166,-106.42139999999998,80.88500000000002,-107.036,69.96370000000002
Breast_MRI_321,-177.5000000342833,178.75000001596706,-142.19430919821482,102.80569072871708,-63.15362891886,94.14636502001
Breast_MRI_322,-157.8159,163.6085,-84.68229999999998,70.05300000000003,-67.2192,84.7807
Breast_MRI_323,-161.7681343239629,146.35687608351415,-96.86503240224573,79.96533062936365,-52.33566945791228,85.16433352232002
Breast_MRI_324,-172.30475666446554,177.57024337060716,-78.50185772134222,92.49814220689723,-47.293904516432,110.00608942244
Breast_MRI_325,-109.91119999999998,97.9032,-72.02179999999998,48.291799999999995,-53.5366,82.46340000000001
Breast_MRI_326,-152.41719999999998,158.35300000000004,-111.60519999999995,72.60700000000003,-102.93500124223603,71.96489999999999
Breast_MRI_327,-143.7288170087916,154.84261872684218,-58.41404494575695,164.44310316347534,-109.05932202935,81.94067797064801
Breast_MRI_328,-154.8961,172.0454,-87.79119999999998,78.14040000000003,-99.2071,75.7929
Breast_MRI_329,-155.51189999999997,163.6955,-70.48429999999998,75.76050000000001,-90.216,98.784
Breast_MRI_330,-172.13259999999997,150.59029999999998,-82.60899999999998,86.83810000000003,-72.5667055900621,101.23299999999999
Breast_MRI_331,-143.331,149.91649999999998,-79.49449999999997,119.65600000000003,-83.6594,100.04000000000002
Breast_MRI_332,-165.3826,149.0734,-93.61159999999998,92.32760000000002,-138.8729958115183,66.8272
Breast_MRI_333,-112.9131,151.3987,-26.128799999999984,74.8144,-81.3534,71.6466
Breast_MRI_334,-130.19,103.56,-50.96799999999999,54.65700000000001,-107.58500242424242,56.41459999999999
Breast_MRI_335,-155.90556909847953,149.09443094151564,-80.84987827977571,114.15012165766774,-64.122151586745,93.17784235212498
Breast_MRI_336,-121.04050000000001,137.50799999999998,-50.5985,83.21700000000001,-122.639,77.76119999999999
Breast_MRI_337,-158.1889,151.94580000000002,-89.48780000000001,81.85,-46.4949,128.505
Breast_MRI_338,-164.22050000000002,147.90650000000002,-93.53129999999999,75.15010000000004,-89.3778,79.6222
Breast_MRI_339,-176.52799999999996,157.4445,-112.98089999999998,88.10570000000001,-83.3095,99.6905
Breast_MRI_340,-156.76229999999995,149.7893,-84.78539999999998,72.00590000000003,-88.5496,88.55019999999999
Breast_MRI_341,-161.23260232394534,164.34776581127414,-98.10457375278916,65.82400312669193,-121.65012106299,69.349878937006
Breast_MRI_342,-165.99576833665733,163.37924279416973,-128.85896321687216,87.43568685299661,-46.381355933845185,106.61864406615
Breast_MRI_343,-179.01600000000002,153.426,-94.24210000000002,163.03909999999996,-69.9632,107.03699999999998
Breast_MRI_344,-147.92760756163437,151.29114248195,-123.55357683513995,88.9464231034894,-121.38135576248001,122.61864423751999
Breast_MRI_345,-139.1195,158.6395,-67.04149999999997,71.52600000000001,-77.7437,97.2563
Breast_MRI_346,-169.3274,168.1942,-108.2437,85.5187,-85.26909885714285,105.031
Breast_MRI_347,-150.052,154.83360000000002,-102.29879999999997,69.28480000000002,-124.36200157068063,82.43789999999998
Breast_MRI_348,-124.34079999999997,163.22709999999998,-56.031799999999976,90.9161,-87.56580457142857,100.53399999999999
Breast_MRI_349,-148.51409999999998,150.995,-113.9821,57.35570000000001,-68.09350857142857,103.906
Breast_MRI_350,-158.71479999999997,161.19570000000002,-116.96379999999996,67.24840000000003,-84.002,133.19799999999998
Breast_MRI_351,-176.90502597343826,160.59497405412253,-27.78998943666167,106.58501049411595,-89.28123697867731,135.11876601438996
Breast_MRI_352,-159.3175,154.80180000000004,-102.58290000000001,64.1062,-107.689,62.81110000000001
Breast_MRI_353,-162.9600539448722,162.62031418988033,-93.42085685943928,68.23093422912154,-101.05932202935,73.94067797064801
Breast_MRI_354,-156.12739999999997,156.04900000000004,-108.42679999999997,98.98770000000002,-90.6705,104.32999999999998
Breast_MRI_355,-151.742,145.758,-106.45599999999999,76.66900000000001,-101.409,70.1905
Breast_MRI_356,-132.2713118906812,162.1929837571093,-29.97792157616206,77.78993913366796,-95.380219650269,79.51978034973098
Breast_MRI_357,-153.53359999999998,170.59550000000002,-111.31009999999998,107.35400000000001,-87.5729,95.4271
Breast_MRI_358,-164.4076,154.15,-91.488,74.6268,-89.2315,67.7685
Breast_MRI_359,-158.6464,166.06359999999998,-103.56119999999999,90.5812,-50.086608376963355,155.61300000000003
Breast_MRI_360,-177.17939999999996,167.20140000000004,-114.84119999999996,84.81060000000002,-100.50200473372782,97.4978
Breast_MRI_361,-147.90509999999998,156.2527,-34.892300000000006,68.04320000000001,-125.817,71.18320000000001
Breast_MRI_362,-169.7626,137.7157,-106.00880000000001,86.58020000000002,-86.5729,92.4271
Breast_MRI_363,-149.20661928765645,161.19963076331814,-85.94083401283908,162.59041592349556,-98.85599803924995,73.84400196075401
Breast_MRI_364,-158.81219999999996,173.7541,-96.18189999999996,84.51480000000004,-95.10602857142857,108.89300000000003
Breast_MRI_365,-159.3012,151.4976,-66.18029999999999,71.95250000000001,-80.5729,86.4271
Breast_MRI_366,-124.92759999999998,145.76590000000002,-71.81229999999998,54.04260000000002,-23.96239314285714,148.038
Breast_MRI_367,-158.2552,166.4548,-119.29599999999998,68.0104,-90.69180732984293,111.70800000000001
Breast_MRI_368,-154.69924428770676,120.30075574193704,-68.94089504963733,75.59035489395933,-68.98541069030803,135.01458930969
Breast_MRI_369,-156.8516,153.50279999999998,-109.66679999999998,83.79200000000003,-70.5485,74.4515
Breast_MRI_370,-153.8529107850826,153.51317101888333,-86.7355882803927,58.219773678488664,-81.688861981034,93.311138018966
Breast_MRI_371,-200.8138714136657,170.436128636841,-137.7733544905919,108.47664543326346,-85.41003131866498,112.08996868134
Breast_MRI_372,-131.44160000000002,145.68909999999997,-78.0568,55.528399999999976,-105.9080024,80.09170000000002
Breast_MRI_373,-155.6181,147.21150000000003,-109.4935,79.775,-62.7557037735849,125.644
Breast_MRI_374,-122.54409999999997,156.5866,-63.83979999999998,77.48330000000001,-41.838806936416184,125.161
Breast_MRI_375,-142.51967802138324,126.14104534892398,-91.61395612257482,111.77890781119851,-94.279661014676,80.720338985324
Breast_MRI_376,-140.894946650569,148.39077134176085,-63.41693428186484,73.85985311865272,-47.756007373333,91.943995654583
Breast_MRI_377,-170.20009999999996,142.67940000000002,-85.24639999999997,74.35730000000004,-104.311,70.68890000000002
Breast_MRI_378,-111.4365,118.65350000000004,-39.66550000000002,67.50799999999998,-89.2071,65.7929
Breast_MRI_379,-183.5217792642694,187.01393153077456,-128.13256551932014,81.68886097509639,-69.00363194942491,102.99636805058
Breast_MRI_380,-138.566,143.934,-62.291,64.584,-109.841,57.1588
Breast_MRI_381,-119.73859999999999,131.8262,-56.16739999999997,53.20860000000002,-80.3534,68.6466
Breast_MRI_382,-197.05819999999994,194.28860000000006,-116.79579999999997,83.91640000000001,-161.811,48.2894
Breast_MRI_383,-117.89740000000002,108.09619999999998,-31.244400000000013,59.37959999999998,-84.9268,60.0732
Breast_MRI_384,-158.8625651142036,150.78030248504106,-116.69705208893792,49.50831058473227,-89.880219650269,79.51978034973098
Breast_MRI_385,-185.76967135277638,181.19461090141928,-92.49564536595366,100.36149557669393,-103.14827462733,147.65172537266994
Breast_MRI_386,-176.16827561465504,154.09957105959532,-63.333835745680034,84.52330234347164,-93.835230255127,77.764769744873
Breast_MRI_387,-137.22050000000002,149.7865,-77.9125,65.59100000000001,-120.061,65.93890000000002
Breast_MRI_388,-171.8785,187.64390000000003,-113.6299,124.02050000000003,-80.8297,129.27
Breast_MRI_389,-151.9946,149.50680000000003,-85.95819999999999,60.80790000000002,-88.63370171428572,137.56600000000003
Breast_MRI_390,-159.65949999999998,161.6572,-50.68519999999998,75.1697,-98.2315,76.7685
Breast_MRI_391,-159.0202,146.46580000000003,-116.6004,58.05790000000002,-54.113606282722515,152.68600000000004
Breast_MRI_392,-161.92919999999998,123.132,-50.85719999999998,73.55800000000002,-53.20709880239521,111.793
Breast_MRI_393,-153.6875,146.00499999999997,-62.16249999999998,89.29500000000002,-106.352,79.54740000000001
Breast_MRI_394,-172.3644581079526,193.8855419305043,-97.93674655857743,89.56325336630346,-91.45406406576,101.04594200308001
Breast_MRI_395,-117.92859999999999,122.47560000000001,-40.6263,78.2476,-94.4022,86.5978
Breast_MRI_396,-140.50930000000002,134.27779999999996,-61.644100000000016,54.36409999999998,-72.0,53.0
Breast_MRI_397,-147.24099999999999,136.99380000000002,-70.1071,53.41550000000001,-81.6949,97.3051
Breast_MRI_398,-144.66934211888875,127.87530423295725,-74.53465572136416,67.4296317421917,-79.248184025288,63.751815974712
Breast_MRI_399,-177.154,142.08720000000002,-62.897599999999976,116.2056,-65.7437,85.2563
Breast_MRI_400,-159.94779999999997,165.44580000000002,-99.15879999999999,92.2492,-84.3534,72.6466
Breast_MRI_401,-168.68619999999996,164.5832,-81.92169999999997,74.16650000000001,-95.4022,87.5978
Breast_MRI_402,-162.00409999999997,160.71880000000004,-108.25199999999998,96.3501,-101.305,84.69539786096257
Breast_MRI_403,-173.02610000000004,169.53369999999998,-90.38590000000003,140.8781,-108.703,95.89660213903744
Breast_MRI_404,-148.71689999999998,138.83840000000004,-100.86019999999999,60.51610000000002,-85.3534,73.6466
Breast_MRI_405,-179.25658473987687,174.44195798941217,-122.22610989943531,97.75986671937491,-90.04716205596904,124.95283794402998
Breast_MRI_406,-165.57519999999997,148.19720000000004,-60.8916,79.93,-73.0244,137.07599999999996
Breast_MRI_407,-157.07409999999996,162.8364,-71.14599999999999,104.62900000000002,-119.012,79.9881
Breast_MRI_408,-136.486,118.51400000000001,-51.257000000000005,159.993,-61.87809783783784,119.122
Breast_MRI_409,-168.3382005939075,151.9296673620311,-94.48685231547825,67.16493877417219,-43.702251540290064,111.39774248334999
Breast_MRI_410,-153.12500002691672,157.0312500060921,-98.32021710116666,62.61728283521924,-82.135185956955,92.864814043045
Breast_MRI_411,-146.187,132.563,-53.30099999999999,59.82400000000001,-74.6217,84.3783
Breast_MRI_412,-182.51250000000002,186.2611,-112.7573,108.35060000000001,-51.41909771428571,153.781
Breast_MRI_413,-143.32229999999998,115.01260000000002,-72.45089999999999,61.03320000000002,-62.011904419889504,110.988
Breast_MRI_414,-179.26759999999996,171.79300000000006,-86.48259999999995,124.30220000000003,-94.329,80.671
Breast_MRI_415,-188.1718,179.0392,-89.3676,148.9289,-73.1095,121.89000000000001
Breast_MRI_416,-144.46769999999998,159.2715,-55.92799999999997,123.36250000000001,-97.9325,72.56729999999999
Breast_MRI_417,-159.16744859372685,165.8325514375193,-32.78771969371451,119.55603023962703,-99.664649009705,107.3353509903
Breast_MRI_418,-165.62489999999997,164.8321,-102.42619999999997,76.16120000000004,-103.378,93.6222
Breast_MRI_419,-130.38920000000002,135.6094,-79.44910000000002,52.37839999999997,-76.9144,109.08599786096258
Breast_MRI_420,-180.79968789137016,181.70031215811102,-140.37016101806378,100.87983890758622,-77.75224475860621,103.44775524139
Breast_MRI_421,-174.65159999999997,175.66680000000002,-114.30779999999996,86.82840000000004,-102.585,86.6145028901734
Breast_MRI_422,-178.87910000000002,175.96659999999997,-111.95750000000004,99.79359999999997,-87.6594,122.44
Breast_MRI_423,-105.39280000000002,119.93,-32.839100000000016,59.040099999999995,-63.6705,77.3295
Breast_MRI_424,-154.27480000000003,160.8224,-112.50020000000004,69.62019999999998,-93.2559,74.7441
Breast_MRI_425,-165.13930000000005,169.47079999999997,-108.12870000000004,78.32789999999997,-96.329,82.671
Breast_MRI_426,-109.696,130.929,-39.71799999999999,165.282,-98.0,79.0
Breast_MRI_427,-164.46919999999997,140.41640000000004,-111.21359999999999,71.99119999999999,-104.134,74.86610000000003
Breast_MRI_428,-131.68281259247428,141.88862253275587,-56.622279256935144,96.23486718849496,-111.39830508083001,45.601694919169006
Breast_MRI_429,-170.9525327964018,149.67246724190124,-117.9682235383211,68.7817763959176,-40.924277517531,116.37571642134
Breast_MRI_430,-145.77949999999998,145.7604,-96.46459999999999,69.56040000000002,-68.89,100.11
Breast_MRI_431,-178.1117339431347,191.20076610289817,-131.40436168734135,93.03313823691138,-79.950308227539,110.84969177246002
Breast_MRI_432,-139.25079999999997,152.53570000000002,-46.81309999999998,59.35500000000002,-60.7303,112.26999999999998
Breast_MRI_433,-129.00119999999998,169.84380000000002,-59.867999999999995,79.59300000000002,-45.1339,95.8661
Breast_MRI_434,-163.62419999999997,167.2382,-88.83239999999996,100.5248,-79.9594219895288,122.44
Breast_MRI_435,-181.40959999999995,165.19780000000003,-110.97519999999994,99.06740000000005,-80.6705,94.3295
Breast_MRI_436,-132.83444776564062,176.8084198280003,-60.49107590216114,78.3928572804659,-115.62046309764,76.87954297119902
Breast_MRI_437,-175.2167072515318,160.0332927881557,-103.00090786379889,90.49909206744022,-82.708292979002,100.14170702100002
Breast_MRI_438,-150.1173,160.6815,-104.9925,64.35300000000001,-52.7751950310559,135.625
Breast_MRI_439,-110.602,145.023,-46.43199999999999,135.443,-40.2802,102.72
Breast_MRI_440,-140.2879,135.3136,-66.6802,71.45260000000002,-93.0851,59.9149
Breast_MRI_441,-156.4318,157.68750000000003,-40.602499999999985,138.04040000000003,-73.5241,75.4759
Breast_MRI_442,-159.45499999999998,165.95400000000004,-63.047799999999995,119.5797,-61.6098,91.3902
Breast_MRI_443,-151.796,151.69770000000003,-84.1999,57.2534,-123.567,68.93319999999999
Breast_MRI_444,-161.76289999999997,156.7414,-88.37289999999997,63.496700000000004,-90.6366,119.36299999999996
Breast_MRI_445,-143.1335,153.0551,-82.2489,61.19669999999999,-87.3046,71.6954
Breast_MRI_446,-157.2047178983601,156.6345615670557,-79.22352799587487,175.2407525450726,-65.997714042664,92.752285957336
Breast_MRI_447,-148.70660000000004,180.84459999999996,-113.69130000000001,89.38739999999999,-83.0297,131.47000000000003
Breast_MRI_448,-129.562,151.688,-36.34899999999999,101.77600000000001,-102.988,62.012400000000014
Breast_MRI_449,-146.634,154.83360000000002,-54.13639999999998,68.91160000000002,-91.3135052356021,116.58599999999998
Breast_MRI_450,-108.22920000000002,114.35909999999998,-32.54180000000002,50.040099999999995,-89.39,120.61
Breast_MRI_451,-147.5502,162.58450000000005,-102.06909999999999,60.635400000000004,-76.4049,96.5951
Breast_MRI_452,-176.26930000000002,169.18129999999996,-112.50020000000004,120.93189999999998,-135.536,98.46370000000002
Breast_MRI_453,-134.8681608533308,148.3907713460186,-62.637576253731694,64.59456816315483,-93.885788667202,76.614211332798
Breast_MRI_454,-156.7312386227792,145.4116257496548,-51.924942581293294,74.50363179959916,-93.311138018966,81.688861981034
Breast_MRI_455,-132.6471,158.2287,-62.294799999999995,76.50210000000001,-79.7216,89.47830000000002
Breast_MRI_456,-155.41112568350175,153.96387434550115,-76.02309795957521,65.38315197697091,-81.516216311604,109.48378368839998
Breast_MRI_457,-183.17332592767963,187.32667412176312,-125.1890163044078,115.87348361960139,-41.976096343994,126.32390365600985
Breast_MRI_458,-168.66649999999998,156.86880000000002,-105.18419999999998,79.73110000000003,-78.9876,118.01199999999999
Breast_MRI_459,-159.20979999999994,156.4821,-84.23369999999998,78.88550000000001,-91.9658,100.53399999999999
Breast_MRI_460,-116.36540000000001,119.82340000000002,-59.406600000000026,59.53739999999999,-49.0363,91.9637
Breast_MRI_461,-167.72839999999997,168.48820000000003,-88.49919999999997,98.53520000000003,-102.854,72.14630000000001
Breast_MRI_462,-157.7984,143.0389,-90.55279999999999,64.84660000000002,-62.9144,96.0856
Breast_MRI_463,-159.96519999999998,159.9453,-110.48109999999997,92.71480000000003,-74.5143,133.086
Breast_MRI_464,-170.28457580614258,176.49048332654718,-89.75451126032772,53.28119840604965,-89.31893473706722,97.18098886981018
Breast_MRI_465,-149.61079999999995,167.3086,-81.45599999999995,77.37480000000002,-103.932,92.9678
Breast_MRI_466,-164.16789999999997,166.2891,-107.63459999999998,85.71790000000001,-70.1583,122.84199999999998
Breast_MRI_467,-156.0796,161.3602,-62.318599999999975,87.76800000000003,-111.89,63.11
Breast_MRI_468,-111.36460000000002,135.2993,-26.797200000000004,53.47110000000001,-105.908,78.59170000000002
Breast_MRI_469,-151.4712,154.0148,-67.12129999999998,84.29350000000002,-83.4998,83.5002
Breast_MRI_470,-176.23310000000004,179.3353,-117.32920000000003,90.08569999999997,-40.1188040201005,174.381
Breast_MRI_471,-151.80759999999998,162.47809999999998,-96.84229999999997,92.99470000000002,-114.67400205128206,98.72560000000001
Breast_MRI_472,-139.89679999999998,154.96360000000004,-96.97479999999999,64.40150000000003,-73.6217,99.3783
Breast_MRI_473,-144.85519999999997,155.98210000000003,-114.21459999999999,65.09240000000003,-101.061,65.9393
Breast_MRI_474,-165.41618636308678,138.43426937809505,-110.07780197221004,84.11863246330265,-81.66352807558515,152.33647764646003
Breast_MRI_475,-161.48059999999998,141.35420000000002,-110.92719999999998,78.43,-75.3621,97.33779999999999
Breast_MRI_476,-151.99299999999997,158.0741,-111.75749999999996,71.04850000000002,-64.32180457142857,140.878
Breast_MRI_477,-131.43412788901392,150.8873102279045,-60.79943439589868,147.90592971388674,-149.38961171358997,39.61038828641199
Breast_MRI_478,-176.42856792044856,164.5535681352129,-136.0824589367406,81.06039377652661,-62.591977111995114,124.40802288799999
Breast_MRI_479,-166.49440630469704,148.4609614822341,-60.729423251374975,148.73486944869052,-97.218526037579,95.281480031257
Breast_MRI_480,-152.43539999999996,159.74099999999999,-105.96579999999996,62.07510000000002,-69.9339,105.066
Breast_MRI_481,-177.78319999999994,168.08200000000005,-103.93879999999996,89.77540000000005,-119.939,75.06120000000001
Breast_MRI_482,-121.43300916062616,161.3794908610058,-10.244873020914682,95.22387692107964,-108.67719554901,98.32280445098898
Breast_MRI_483,-142.66,156.715,-69.047,123.453,-86.6108,112.48900000000005
Breast_MRI_484,-156.21217242078265,170.12712432728745,-136.4679238463082,104.87136992430607,-90.342615008354,82.657384991646
Breast_MRI_485,-179.02259149974026,177.0153512510768,-155.2442631363884,55.77135958521421,-86.13760464936499,84.36239535063498
Breast_MRI_486,-169.51579999999998,100.77290000000002,-62.760699999999986,86.66180000000003,-85.451,82.549
Breast_MRI_487,-137.0989757998838,172.54389180029483,-88.18780579874223,82.57112845676846,-81.950000000208,87.44999999979198
Breast_MRI_488,-129.364,141.261,-55.298,128.452,-57.7681,79.2319
Breast_MRI_489,-136.4851432511117,156.46129520895832,-99.21974727549247,38.90525731358568,-96.348742675781,78.55125732421898
Breast_MRI_490,-153.23389999999998,164.5673,-81.09329999999997,99.60340000000002,-73.6705,87.3295
Breast_MRI_491,-160.66729999999995,167.68040000000002,-76.90359999999998,77.07530000000003,-54.1248,122.875
Breast_MRI_492,-154.8818,128.02480000000003,-71.0758,61.080100000000016,-99.9876,59.0124
Breast_MRI_493,-173.5229988374716,170.00378001954587,-105.8103779192482,88.4306895390186,-48.709078979492,125.09092102050997
Breast_MRI_494,-148.907,144.843,-55.754999999999995,66.12,-83.9167,109.28300000000003
Breast_MRI_495,-166.47889999999998,168.89980000000003,-114.16619999999996,99.57620000000003,-74.08648709677419,122.21399999999998
Breast_MRI_496,-129.97439999999997,140.3143,-54.06859999999999,58.828400000000016,-105.353,93.64659999999999
Breast_MRI_497,-137.46599999999995,126.89959999999999,-104.38889999999995,49.59000000000003,-55.07,133.03
Breast_MRI_498,-139.6653,161.172,-71.90009999999998,67.56090000000003,-38.0268,120.97299999999998
Breast_MRI_499,-146.52349999999998,149.94650000000001,-57.39149999999999,146.27049999999997,-99.98799751552795,60.01240000000004
Breast_MRI_500,-174.2470649717941,173.45383150232865,-72.11711999061033,84.8025244130589,-87.13111268557,181.96888124026
Breast_MRI_501,-120.43479999999997,146.04010000000002,-72.98309999999996,52.871800000000036,-37.24450578034682,133.755
Breast_MRI_502,-147.36229313681187,152.41450269228312,-43.071278839288084,76.83943942102704,-95.06670722961401,78.733292770386
Breast_MRI_503,-161.20529999999997,162.92380000000003,-91.73789999999997,87.55260000000001,-102.333,76.96729999999997
Breast_MRI_504,-151.91019999999997,157.76060000000004,-81.3408,76.57079999999999,-97.6098,47.39019999999999
Breast_MRI_505,-146.40079999999998,129.09000000000003,-70.1976,73.35840000000002,-94.8656,45.1344
Breast_MRI_506,-152.93508395576694,170.3684983981831,-105.1207869317362,105.86136296056387,-65.81491480933305,89.28507921430798
Breast_MRI_507,-181.72699999999998,172.30240000000003,-82.98159999999993,148.58480000000003,-91.4022,83.5978
Breast_MRI_508,-165.98049999999998,169.3982,-84.30959999999996,102.71500000000003,-33.7754,139.225
Breast_MRI_509,-193.74999818247014,195.5357124376055,-126.1821620663027,102.38926424545414,-59.665846678344,150.33415028724
Breast_MRI_510,-158.559327324759,151.08354027012717,-73.26952448230249,71.68583747611191,-65.688861981034,77.311138018966
